id,order_id,sku_code,qty,unit_price
1,ORD-000000001,NQ-TOP-NAT-009-L-WHT,1,39000
2,ORD-000000002,NQ-TOP-WAV-002-M-WHT,1,39000
3,ORD-000000003,NQ-PNT-5LT-005-S-GRY,1,49000
4,ORD-000000004,NQ-CLR-COOL-005-M-CRM,1,35000
5,ORD-000000005,NQ-PNT-5LT-001-M-BEG,1,49000
6,ORD-000000005,NQ-PNT-PLT-004-S-BLK,1,49000
7,ORD-000000005,NQ-CLR-COOL-002-L-IVR,1,35000
8,ORD-000000006,NQ-PNT-PLT-002-M-BLK,1,49000
9,ORD-000000007,NQ-TOP-WAV-002-S-WHT,1,39000
10,ORD-000000007,NQ-PNT-PLT-006-M-GRY,1,49000
11,ORD-000000008,NQ-CLR-COOL-002-S-ASH,1,35000
12,ORD-000000009,NQ-PNT-PLT-004-M-GRY,1,49000
13,ORD-000000009,NQ-CLR-WRM-001-M-ASH,1,35000
14,ORD-000000009,NQ-TOP-NAT-006-M-WHT,1,39000
15,ORD-000000010,NQ-PNT-PLT-002-L-GRY,1,49000
16,ORD-000000011,NQ-PNT-5LT-001-M-BEG,1,49000
17,ORD-000000012,NQ-PNT-5LT-003-M-BEG,1,49000
18,ORD-000000012,NQ-TOP-NAT-009-M-BLK,1,39000
19,ORD-000000013,NQ-TOP-STR-004-M-WHT,1,39000
20,ORD-000000014,NQ-PNT-5LT-003-L-BLK,1,49000
21,ORD-000000014,NQ-CLR-COOL-002-S-IVR,1,35000
22,ORD-000000015,NQ-TOP-WAV-002-M-WHT,1,39000
23,ORD-000000015,NQ-PNT-PLT-002-L-BLK,1,49000
24,ORD-000000015,NQ-TOP-WAV-002-S-WHT,1,39000
25,ORD-000000016,NQ-CLR-WRM-001-S-IVR,1,35000
26,ORD-000000016,NQ-CLR-WRM-001-M-ASH,1,35000
27,ORD-000000017,NQ-PNT-5LT-005-S-GRY,1,49000
28,ORD-000000018,NQ-TOP-STR-007-L-WHT,1,39000
29,ORD-000000019,NQ-PNT-5LT-007-XL-GRY,1,49000
30,ORD-000000020,NQ-TOP-WAV-002-L-BLK,1,39000
31,ORD-000000020,NQ-PNT-5LT-001-L-BEG,1,49000
32,ORD-000000020,NQ-PNT-5LT-001-S-BEG,1,49000
33,ORD-000000021,NQ-PNT-PLT-004-S-BLK,1,49000
34,ORD-000000021,NQ-TOP-STR-001-L-WHT,1,39000
35,ORD-000000022,NQ-CLR-MUT-003-L-CRM,1,35000
36,ORD-000000022,NQ-TOP-NAT-003-L-WHT,1,39000
37,ORD-000000023,NQ-TOP-NAT-003-L-BLK,1,39000
38,ORD-000000023,NQ-TOP-STR-013-L-BLK,1,39000
39,ORD-000000024,NQ-TOP-WAV-005-S-BLK,1,39000
40,ORD-000000025,NQ-PNT-5LT-003-S-BEG,1,49000
41,ORD-000000026,NQ-PNT-PLT-006-L-BEG,1,49000
42,ORD-000000027,NQ-TOP-NAT-006-M-WHT,1,39000
43,ORD-000000028,NQ-CLR-MUT-006-M-ASH,1,35000
44,ORD-000000028,NQ-PNT-5LT-007-M-GRY,1,49000
45,ORD-000000029,NQ-CLR-WRM-001-L-ASH,1,35000
46,ORD-000000029,NQ-TOP-NAT-003-L-BLK,1,39000
47,ORD-000000030,NQ-TOP-STR-001-L-WHT,1,39000
48,ORD-000000030,NQ-PNT-PLT-006-M-GRY,1,49000
49,ORD-000000030,NQ-CLR-COOL-002-L-IVR,1,35000
50,ORD-000000031,NQ-CLR-WRM-001-S-IVR,1,35000
51,ORD-000000031,NQ-TOP-NAT-003-M-WHT,1,39000
52,ORD-000000031,NQ-TOP-STR-001-M-WHT,1,39000
53,ORD-000000032,NQ-TOP-WAV-008-M-WHT,1,39000
54,ORD-000000033,NQ-CLR-COOL-002-M-ASH,1,35000
55,ORD-000000034,NQ-CLR-WRM-001-S-CRM,1,35000
56,ORD-000000035,NQ-PNT-PLT-002-M-GRY,1,49000
57,ORD-000000036,NQ-TOP-WAV-005-M-BLK,1,39000
58,ORD-000000037,NQ-PNT-5LT-003-M-BEG,1,49000
59,ORD-000000037,NQ-CLR-WRM-004-L-CRM,1,35000
60,ORD-000000037,NQ-TOP-NAT-003-S-BLK,1,39000
61,ORD-000000038,NQ-TOP-STR-001-L-BLK,1,39000
62,ORD-000000039,NQ-PNT-PLT-008-M-BLK,1,49000
63,ORD-000000039,NQ-TOP-NAT-003-S-WHT,1,39000
64,ORD-000000040,NQ-PNT-5LT-001-M-BEG,1,49000
65,ORD-000000040,NQ-CLR-WRM-001-L-IVR,1,35000
66,ORD-000000041,NQ-PNT-5LT-007-M-GRY,1,49000
67,ORD-000000042,NQ-TOP-STR-004-S-WHT,1,39000
68,ORD-000000042,NQ-TOP-WAV-002-M-BLK,1,39000
69,ORD-000000043,NQ-TOP-STR-001-M-BLK,1,39000
70,ORD-000000044,NQ-PNT-PLT-004-L-GRY,1,49000
71,ORD-000000044,NQ-CLR-WRM-001-M-ASH,1,35000
72,ORD-000000045,NQ-TOP-NAT-006-L-WHT,1,39000
73,ORD-000000045,NQ-CLR-COOL-002-M-IVR,1,35000
74,ORD-000000046,NQ-PNT-5LT-005-M-BLK,1,49000
75,ORD-000000046,NQ-CLR-COOL-005-S-ASH,1,35000
76,ORD-000000046,NQ-CLR-MUT-003-M-IVR,1,35000
77,ORD-000000047,NQ-PNT-PLT-002-S-BEG,1,49000
78,ORD-000000048,NQ-PNT-5LT-001-M-BEG,1,49000
79,ORD-000000049,NQ-CLR-COOL-002-L-IVR,1,35000
80,ORD-000000050,NQ-TOP-WAV-014-S-WHT,1,39000
81,ORD-000000050,NQ-PNT-5LT-001-L-BLK,1,49000
82,ORD-000000050,NQ-CLR-MUT-003-M-IVR,1,35000
83,ORD-000000051,NQ-CLR-MUT-006-S-IVR,1,35000
84,ORD-000000051,NQ-PNT-5LT-003-M-BEG,1,49000
85,ORD-000000051,NQ-CLR-MUT-003-L-ASH,1,35000
86,ORD-000000052,NQ-CLR-COOL-002-L-IVR,1,35000
87,ORD-000000052,NQ-TOP-WAV-008-L-BLK,1,39000
88,ORD-000000053,NQ-TOP-STR-007-L-WHT,1,39000
89,ORD-000000053,NQ-PNT-PLT-002-M-BEG,1,49000
90,ORD-000000054,NQ-CLR-COOL-002-S-IVR,1,35000
91,ORD-000000054,NQ-TOP-NAT-003-L-WHT,1,39000
92,ORD-000000055,NQ-CLR-WRM-001-S-IVR,1,35000
93,ORD-000000056,NQ-CLR-MUT-006-M-CRM,1,35000
94,ORD-000000057,NQ-CLR-MUT-003-S-ASH,1,35000
95,ORD-000000058,NQ-PNT-PLT-002-S-GRY,1,49000
96,ORD-000000058,NQ-CLR-WRM-001-L-CRM,1,35000
97,ORD-000000059,NQ-TOP-WAV-002-M-WHT,1,39000
98,ORD-000000059,NQ-CLR-MUT-003-M-ASH,1,35000
99,ORD-000000060,NQ-TOP-STR-010-S-BLK,1,39000
100,ORD-000000060,NQ-TOP-STR-001-S-WHT,1,39000
101,ORD-000000061,NQ-TOP-STR-001-S-WHT,1,39000
102,ORD-000000062,NQ-PNT-5LT-001-S-BEG,1,49000
103,ORD-000000063,NQ-CLR-WRM-001-M-IVR,1,35000
104,ORD-000000064,NQ-PNT-5LT-003-S-BEG,1,49000
105,ORD-000000064,NQ-TOP-WAV-011-S-WHT,1,39000
106,ORD-000000064,NQ-TOP-WAV-002-L-BLK,1,39000
107,ORD-000000065,NQ-CLR-MUT-003-M-CRM,1,35000
108,ORD-000000066,NQ-TOP-WAV-008-L-BLK,1,39000
109,ORD-000000066,NQ-CLR-MUT-003-S-IVR,1,35000
110,ORD-000000066,NQ-TOP-NAT-003-S-BLK,1,39000
111,ORD-000000067,NQ-CLR-COOL-002-S-IVR,1,35000
112,ORD-000000067,NQ-PNT-5LT-001-M-BEG,1,49000
113,ORD-000000068,NQ-TOP-WAV-008-S-BLK,1,39000
114,ORD-000000069,NQ-TOP-NAT-012-S-WHT,1,39000
115,ORD-000000070,NQ-PNT-PLT-008-S-GRY,1,49000
116,ORD-000000070,NQ-CLR-WRM-004-M-ASH,1,35000
117,ORD-000000071,NQ-CLR-WRM-001-L-IVR,1,35000
118,ORD-000000072,NQ-PNT-PLT-002-L-GRY,1,49000
119,ORD-000000072,NQ-TOP-WAV-002-M-BLK,1,39000
120,ORD-000000072,NQ-TOP-STR-001-M-WHT,1,39000
121,ORD-000000073,NQ-PNT-5LT-003-S-GRY,1,49000
122,ORD-000000074,NQ-PNT-PLT-002-M-GRY,1,49000
123,ORD-000000074,NQ-PNT-5LT-001-XL-GRY,1,49000
124,ORD-000000074,NQ-PNT-5LT-001-S-BLK,1,49000
125,ORD-000000075,NQ-PNT-5LT-001-S-BLK,1,49000
126,ORD-000000076,NQ-PNT-PLT-002-XS-GRY,1,49000
127,ORD-000000077,NQ-PNT-PLT-004-XS-BEG,1,49000
128,ORD-000000078,NQ-TOP-WAV-008-S-BLK,1,39000
129,ORD-000000078,NQ-TOP-NAT-003-L-WHT,1,39000
130,ORD-000000079,NQ-PNT-PLT-002-L-GRY,1,49000
131,ORD-000000079,NQ-CLR-WRM-001-M-ASH,1,35000
132,ORD-000000080,NQ-CLR-MUT-003-M-ASH,1,35000
133,ORD-000000081,NQ-CLR-COOL-002-L-ASH,1,35000
134,ORD-000000082,NQ-PNT-5LT-003-L-BLK,1,49000
135,ORD-000000083,NQ-PNT-5LT-001-M-BEG,1,49000
136,ORD-000000084,NQ-CLR-MUT-006-M-ASH,1,35000
137,ORD-000000085,NQ-CLR-MUT-003-M-CRM,1,35000
138,ORD-000000086,NQ-PNT-5LT-007-M-GRY,1,49000
139,ORD-000000087,NQ-CLR-MUT-003-S-ASH,1,35000
140,ORD-000000087,NQ-CLR-MUT-003-S-IVR,1,35000
141,ORD-000000088,NQ-PNT-PLT-006-M-BLK,1,49000
142,ORD-000000089,NQ-CLR-MUT-003-L-ASH,1,35000
143,ORD-000000089,NQ-TOP-STR-001-L-BLK,1,39000
144,ORD-000000090,NQ-TOP-WAV-002-M-BLK,1,39000
145,ORD-000000091,NQ-PNT-PLT-002-M-BLK,1,49000
146,ORD-000000091,NQ-PNT-PLT-008-L-BLK,1,49000
147,ORD-000000092,NQ-TOP-WAV-014-L-BLK,1,39000
148,ORD-000000093,NQ-TOP-STR-013-M-WHT,1,39000
149,ORD-000000093,NQ-CLR-MUT-006-S-ASH,1,35000
150,ORD-000000093,NQ-PNT-5LT-007-L-BEG,1,49000
151,ORD-000000094,NQ-PNT-5LT-001-M-BLK,1,49000
152,ORD-000000094,NQ-PNT-PLT-006-M-BEG,1,49000
153,ORD-000000095,NQ-TOP-STR-013-M-WHT,1,39000
154,ORD-000000096,NQ-CLR-MUT-003-L-IVR,1,35000
155,ORD-000000097,NQ-CLR-COOL-002-S-CRM,1,35000
156,ORD-000000098,NQ-PNT-5LT-003-M-BEG,1,49000
157,ORD-000000099,NQ-PNT-PLT-002-M-GRY,1,49000
158,ORD-000000099,NQ-PNT-PLT-006-S-BLK,1,49000
159,ORD-000000100,NQ-PNT-PLT-002-L-BLK,1,49000
160,ORD-000000101,NQ-PNT-PLT-002-S-BLK,1,49000
161,ORD-000000101,NQ-CLR-WRM-001-L-ASH,1,35000
162,ORD-000000101,NQ-TOP-NAT-003-L-BLK,1,39000
163,ORD-000000102,NQ-PNT-PLT-006-L-GRY,1,49000
164,ORD-000000102,NQ-TOP-WAV-002-S-BLK,1,39000
165,ORD-000000102,NQ-TOP-STR-010-S-BLK,1,39000
166,ORD-000000103,NQ-TOP-NAT-003-S-WHT,1,39000
167,ORD-000000104,NQ-TOP-STR-007-M-WHT,1,39000
168,ORD-000000104,NQ-CLR-COOL-002-S-IVR,1,35000
169,ORD-000000105,NQ-CLR-MUT-003-M-CRM,1,35000
170,ORD-000000106,NQ-TOP-NAT-003-S-WHT,1,39000
171,ORD-000000107,NQ-PNT-PLT-006-XS-BLK,1,49000
172,ORD-000000108,NQ-PNT-PLT-002-S-BLK,1,49000
173,ORD-000000108,NQ-TOP-WAV-002-L-WHT,1,39000
174,ORD-000000109,NQ-TOP-STR-013-M-BLK,1,39000
175,ORD-000000110,NQ-TOP-NAT-006-M-WHT,1,39000
176,ORD-000000110,NQ-PNT-PLT-002-M-BLK,1,49000
177,ORD-000000111,NQ-TOP-WAV-002-M-WHT,1,39000
178,ORD-000000112,NQ-CLR-COOL-005-M-CRM,1,35000
179,ORD-000000113,NQ-CLR-WRM-001-M-IVR,1,35000
180,ORD-000000113,NQ-CLR-COOL-005-L-ASH,1,35000
181,ORD-000000114,NQ-CLR-COOL-002-S-ASH,1,35000
182,ORD-000000115,NQ-PNT-PLT-004-S-BEG,1,49000
183,ORD-000000115,NQ-PNT-5LT-005-L-GRY,1,49000
184,ORD-000000116,NQ-TOP-NAT-003-M-WHT,1,39000
185,ORD-000000117,NQ-PNT-5LT-001-M-BEG,1,49000
186,ORD-000000118,NQ-CLR-MUT-003-M-ASH,1,35000
187,ORD-000000119,NQ-TOP-NAT-003-S-BLK,1,39000
188,ORD-000000119,NQ-PNT-PLT-002-S-GRY,1,49000
189,ORD-000000120,NQ-CLR-COOL-002-S-ASH,1,35000
190,ORD-000000120,NQ-TOP-NAT-012-M-BLK,1,39000
191,ORD-000000121,NQ-CLR-COOL-002-M-IVR,1,35000
192,ORD-000000121,NQ-TOP-WAV-002-S-WHT,1,39000
193,ORD-000000122,NQ-PNT-PLT-002-XS-BEG,1,49000
194,ORD-000000122,NQ-TOP-NAT-003-S-BLK,1,39000
195,ORD-000000123,NQ-PNT-5LT-001-L-BEG,1,49000
196,ORD-000000124,NQ-TOP-NAT-003-S-BLK,1,39000
197,ORD-000000125,NQ-TOP-NAT-003-M-WHT,1,39000
198,ORD-000000126,NQ-CLR-COOL-002-S-CRM,1,35000
199,ORD-000000127,NQ-CLR-MUT-003-S-IVR,1,35000
200,ORD-000000127,NQ-PNT-PLT-006-M-BLK,1,49000
201,ORD-000000128,NQ-PNT-PLT-002-M-GRY,1,49000
202,ORD-000000129,NQ-PNT-5LT-005-M-BLK,1,49000
203,ORD-000000130,NQ-PNT-PLT-002-L-BEG,1,49000
204,ORD-000000130,NQ-CLR-COOL-005-M-CRM,1,35000
205,ORD-000000131,NQ-PNT-5LT-001-M-BEG,1,49000
206,ORD-000000132,NQ-TOP-WAV-002-S-WHT,1,39000
207,ORD-000000132,NQ-TOP-WAV-002-M-WHT,1,39000
208,ORD-000000133,NQ-TOP-WAV-002-M-BLK,1,39000
209,ORD-000000133,NQ-PNT-PLT-004-S-BEG,1,49000
210,ORD-000000134,NQ-CLR-WRM-001-S-CRM,1,35000
211,ORD-000000135,NQ-TOP-WAV-005-M-BLK,1,39000
212,ORD-000000135,NQ-CLR-MUT-006-L-IVR,1,35000
213,ORD-000000136,NQ-CLR-COOL-002-S-ASH,1,35000
214,ORD-000000137,NQ-TOP-STR-004-S-BLK,1,39000
215,ORD-000000137,NQ-PNT-PLT-002-S-BEG,1,49000
216,ORD-000000138,NQ-CLR-COOL-005-L-CRM,1,35000
217,ORD-000000139,NQ-CLR-COOL-002-S-IVR,1,35000
218,ORD-000000139,NQ-PNT-PLT-002-L-BEG,1,49000
219,ORD-000000140,NQ-PNT-PLT-004-S-GRY,1,49000
220,ORD-000000140,NQ-TOP-WAV-002-L-BLK,1,39000
221,ORD-000000141,NQ-CLR-COOL-005-S-CRM,1,35000
222,ORD-000000142,NQ-PNT-5LT-001-M-BEG,1,49000
223,ORD-000000143,NQ-PNT-5LT-001-S-GRY,1,49000
224,ORD-000000143,NQ-TOP-NAT-003-M-WHT,1,39000
225,ORD-000000144,NQ-TOP-STR-001-S-WHT,1,39000
226,ORD-000000144,NQ-TOP-NAT-006-L-BLK,1,39000
227,ORD-000000144,NQ-TOP-NAT-003-M-WHT,1,39000
228,ORD-000000145,NQ-PNT-PLT-002-S-GRY,1,49000
229,ORD-000000146,NQ-TOP-WAV-002-S-WHT,1,39000
230,ORD-000000146,NQ-PNT-5LT-003-M-BLK,1,49000
231,ORD-000000146,NQ-PNT-PLT-002-L-BEG,1,49000
232,ORD-000000147,NQ-TOP-WAV-008-S-BLK,1,39000
233,ORD-000000148,NQ-PNT-5LT-001-S-BEG,1,49000
234,ORD-000000149,NQ-CLR-COOL-002-S-IVR,1,35000
235,ORD-000000150,NQ-PNT-PLT-002-M-BEG,1,49000
236,ORD-000000150,NQ-TOP-STR-001-M-WHT,1,39000
237,ORD-000000151,NQ-PNT-PLT-002-S-BEG,1,49000
238,ORD-000000152,NQ-CLR-COOL-002-M-ASH,1,35000
239,ORD-000000153,NQ-TOP-WAV-002-M-BLK,1,39000
240,ORD-000000154,NQ-TOP-STR-001-L-BLK,1,39000
241,ORD-000000155,NQ-TOP-WAV-002-M-BLK,1,39000
242,ORD-000000155,NQ-PNT-PLT-006-M-BEG,1,49000
243,ORD-000000155,NQ-PNT-5LT-001-M-GRY,1,49000
244,ORD-000000156,NQ-TOP-NAT-003-L-BLK,1,39000
245,ORD-000000157,NQ-PNT-5LT-001-L-GRY,1,49000
246,ORD-000000158,NQ-PNT-PLT-002-S-BEG,1,49000
247,ORD-000000159,NQ-PNT-PLT-002-M-BLK,1,49000
248,ORD-000000159,NQ-CLR-MUT-003-L-CRM,1,35000
